9/16/15				
KT15.85 SN11733				
      12.SPK        Pyroelektrischer Detektor (LiTaO3)				
     160.SPK        9.6 - 11.5				
				
				
								
	9.4	11.5	0.06	35
	9.43	2.54631		
	9.49	5.793331		
	9.55	9.668717		
	9.61	14.968266		
	9.67	24.493301		
	9.73	34.960308		
	9.79	45.626378		
	9.85	50.791858		
	9.91	54.246059		
	9.97	57.81366		
	10.03	59.618147		
	10.09	59.564821		
	10.15	59.498671		
	10.21	59.664674		
	10.27	60.626505		
	10.33	61.658131		
	10.39	66.661415		
	10.45	67.197654		
	10.51	67.322188		
	10.57	66.745603		
	10.63	66.105611		
	10.69	65.601903		
	10.75	65.535531		
	10.81	65.587775		
	10.87	65.780225		
	10.93	66.609891		
	10.99	67.941563		
	11.05	68.378		
	11.11	62.826194		
	11.17	47.07922		
	11.23	30.471426		
	11.29	16.337545		
	11.35	9.970368		
	11.41	5.900365		
	11.47	2.173417		
